platform,keyword,comment,label_emotion
Tiktok,#le_sserafim,"Bisa dibilang LeSserafim itu group yang kalo beli albumnya gak nyesel, karena hampir semua lagu2nya enak.. gak harus milih2 lagu lagi.",1
Tiktok,#le_sserafim,lagu2nya cocok di aku bikin happy sepanjang hari 🔥,1
Tiktok,#lesserafim,penyanyi yg gabisa nyanyi😭 gmn konsepnya??,2
Tiktok,#lesserafim,"ga ngerti lagi deh, ini grup beneran idol apa pembuat drama 😡",5
Tiktok,#lesserafim,Makanya dilatih yang bener dulu sebelum debut😅😅😅,5
Tiktok,#lesserafim,"udah ga lucu, makin hari makin bikin kesal banget 😤",5
Tiktok,#lesserafim,ya wajar sih orang ga bisa nyanyi,5
Tiktok,#lesserafim,"ko gw sedih ya , karena.lle.sserafim di hujat mulu 😭",2
Tiktok,#lesserafim,yunjin chaewon bener-bener keren sih menurut gue,1
Tiktok,#lesserafim,tapi bagian chaewon enak banget buat didengerin terus😭,4
Tiktok,#lesserafim,tetep gak nemu kualitas😭,2
Tiktok,#lesserafim,kalau gitu rugi gak sih yg beli tiket nya,5
Tiktok,#lesserafim,"udah ga lucu, makin hari makin bikin kesal banget 😤",5
Tiktok,#lesserafim,berasa kek bengek mereka nyanyi😭,2
Tiktok,#lesserafim,Ngk kuat gue dengernya 😭,2
Tiktok,#lesserafim,"jujur jelek banget, gue emg gk bisa tapi... ya begitu lah",2
Tiktok,#lesserafim,"selalu suka sama lagu"" le sserafim",4
Tiktok,#RunBTS,SAYANG BGT AMA HYBEEEEE FIX,4
Tiktok,#RunBTS,semakin jatuh cinta banget sama BTS 💜💜,4
Tiktok,#RunBTS,"Suga keren bgt dengan rambut kuncirnya ,,,,,, bikin meleleh ni hati 🥰🥰🥰🥰",4
Tiktok,#smoothlikebutter,gw nemu anggota bts di sampah gw,5
Tiktok,#smoothlikebutter,plastik anjj,5
Tiktok,#smoothlikebutter,WOI PLASTIK AJA BANGGA😏,5
Tiktok,#smoothlikebutter,Aku yg dr awal suka bts udah fallin love sama kookie 🥰,4
Tiktok,#SHOUTOUT,shout out & polaroid love bgus bgt,4
Tiktok,#SHOUTOUT,"lagu enha ga pernah gagal si, bite me juga",4
Tiktok,#SHOUTOUT,pliss klo dnger shout out bawaan nya pen nangis😭😭,2
Tiktok,#SHOUTOUT,Jake? gua terpesona ama suara lu yg cakep 😭🫵🏻,4
Tiktok,#SHOUTOUT,ASELI NI LAGU EMG CANDU BEGETE 😭😭,4
Tiktok,#SHOUTOUT,gatau.. suka bngt sama suara jake candu,4
Tiktok,#SHOUTOUT,MAU KONSER ENHA SAMBIL NYANYI TREAK DI LAGU SHOUT OUT PLSSS AMIN AMINNN,4
Tiktok,#SHOUTOUT,ga tau knpa cinta bgt sma lalu ini,4
Tiktok,#SHOUTOUT,kenapa yah? setiap denger lagu shout out pasti pengen nangis😞☹️☹️,2
Tiktok,#SHOUTOUT,"Sumpah nih lagu enak bgt anjirtt, jadi pengen konser lagu ini😭",4
Tiktok,#SHOUTOUT,Gara gara lagu ini gua jadi ngefans banget sama mereka🥰,4
Tiktok,#SHOUTOUT,pas di part jake sm sunghoon baguss bgt pliss suaranyaaaa💋😻,4
Tiktok,#SHOUTOUT,"kenapa pas bagian heeseung ""hoo hoo"" itu langsung sedih😭🙏",2
Tiktok,#SHOUTOUT,AAAAAAA LAGUU KESUKAAN GW 😻😻😻,1
Tiktok,#SHOUTOUT,ASELI NI LAGU EMG CANDU BEGETE 😭😭,4
Tiktok,#stillwithyou,kesini lgi thn 2025 kangen dia😭💜💜,2
Tiktok,#stillwithyou,"kalo denger lagu ini nangis, apalagi pas liat jungkook nya nambah nangesss😭",2
Tiktok,#stillwithyou,"iii gak kerasa yahh dulu pas dia bilang ""aku akan menyanyikan lagu ini sebelum pamit"" gue nangis kejerr bgt😭and then sekarangggg finally oiii dia pulanggg😫",2
Tiktok,#stillwithyou,2023 dia nyanyiin stil with you buat pamit wamil sekarang 2025 tinggal hitungan hari dia akan comeback 😭,2
Tiktok,#stillwithyou,Sumpah kangen banget sama jungkook😭,2
Tiktok,#stillwithyou,setiap ada vt tentang Jungkook mau wamil aku mewek😭,2
Tiktok,#stillwithyou,"""sampai sekarang, inilah jungkook yang tidak bisa hidup tanpa kalian"" NANGISSS BNGETTT NANGISSSSSSSS😭",2
Tiktok,#stillwithyou,belom siap ditinggal jungkook😭😭,2
Tiktok,#stillwithyou,dengerin suaramu pakai headset sayang 😭😭😭 nangis banget aku tengah malam begini 😭😭😭😭😭,2
Tiktok,#stillwithyou,idol paling perfect menurut gue... ga ada idol yang sebucin ini sama fansnya🥺❤️💜,3
Tiktok,#stillwithyou,Pas Still with you nih bener bener ngena banget lagunya😭,2
Tiktok,#stillwithyou,"still with you tanda buktiku padamu kookie, selama kamu wamil😭",4
Tiktok,#stillwithyou,"Kalau Ada yg lebih indah dari Still with you, Mungkin itu Seorang Jeon Jungkook",4
Tiktok,#stillwithyou,Ngena sampe ke hati🥺 lagunya enak bangettt kookie🤗,4
Tiktok,#stillwithyou,Still with you bener2 berasa bawa gue kayak ke another world😭💜,4
Tiktok,#stillwithyou,"""still with you"" membuat ku nangis🥺",2
Tiktok,#stillwithyou,TAHTA TERTINGGI LAGU JUNGKOOK DI HATI GW TETEP STILL WITH YOU GA BISA DI GESER DAN DI KALAHKAN,4
Tiktok,#stillwithyou,sekangen itukah aku. di play berulang ulang kali pun ttp aja nangis🥺,2
Tiktok,#waybackhome,sedihnya nyampe sini Shaun😶,2
Tiktok,#waybackhome,"KANGEN, KANGEN , KANGEN BERAT ERA INI, MAU BALIK BGT PLSSS",2
Tiktok,#waybackhome,"saking kgn nya sma era ini, ak datang lagi kesini 🥺🥺",2
Tiktok,#waybackhome,knp gw klo denger ini bawaanny mewekk🥺,2
Tiktok,#waybackhome,"era ini bisa diulang gak sih?, kangen banget🥺",2
Tiktok,#waybackhome,"bisaaa gak sihh balik lagi ke era ini, sekangen itu woyyy 🥺",2
Tiktok,#waybackhome,datang sendiri ke sini karna kangen banget sama era kpop yang fans nya gak toxic 😭,2
Tiktok,#lovesickgirl,"Knp ya lgu Bp semua candu"", kek sekalinya dnger tuh langsung sukak",4
Tiktok,#lovesickgirl,satu² nya lagu bp yang enak di kuping gue.,4
Tiktok,#lovesickgirl,"Lagu2ny BP tuh maknany bagus2 ya, gua yg baru mengenal BP bbrpa bulan terakhir jd ngefans jg ni",4
Tiktok,#lovesickgirl,siapa yang kalo dengan lagu ini mau nangis ☝️☝️😔😔 aku aku..,2
Tiktok,#lovesickgirl,belum bisa move on dari lagu Blackpink karena artinya bikin galau terus🥺 kejadian di dunia nyata bangettttttt,2
Tiktok,#lovesickgirl,"setiap denger lagu ini langsung nyentuh hati banget, kayak punya arti yang dalem banget.",2
Tiktok,#lovesickgirl,lalu untuk apa mencari cinta jika akhirnya kita ttp sendirian.,2
Tiktok,#lovesickgirl,knapa lagu ini di ciptakan bersamaan kepergian ibuku,2
Tiktok,#lovesickgirl,nyentuh hati banget lagu lovesik girl yang kek gini😭😭,2
Tiktok,#lovesickgirl,"bukan blink, tapi suka banget sama lagu lovesick girls ini karena artinya deep banget",4
Tiktok,#lovesickgirl,gw aja yang baru jadi Blink langsung nangis denger lagu ini,2
Tiktok,#lovesickgirl,"lagu kebangsaan blackpink kan ya, kangen banget sama blackpink deh",4
Tiktok,#lovesickgirl,Denger lagu ini ke inget masa masa nya blackpink jadi sedih dehh😭😭,2
Tiktok,#lifegoeson,Sangking kangenya sama bangtan gua sampe nyasar ke tahun 2022😫😭😭😭😭,2
Tiktok,#lifegoeson,aaaa candu banget suaranyaa thank you Bangtan dan army,1
Tiktok,#lifegoeson,"terharu sekalii🥺🥰...Terimakasih Bangtan , terimakasih Army🥰sayang kalian banyak""",1
Tiktok,#lifegoeson,sensitif banget gua liat ginian aja mewek😭 pen banget bisa ada diantara army yang lain,2
Tiktok,#lifegoeson,liat mukanya BTS bahagia bangt,1
Tiktok,#lifegoeson,"beruntung nya army kerana bts, beruntungnya bts kerana army 🥰 ",1
Tiktok,#lifegoeson,"Kangen bangtann🥹,search video lama karna kangen bangetttttt😭😭💜💜💜",4
Tiktok,#lifegoeson,Berasa sihir tpi ini nyata dan v juga gk tau klo army bakalan nyanyi bareng mereka 🥺,4
Tiktok,#lifegoeson,"sumpah belum bisa moveon dari momen ini,aaa setiap liat ini selalu nangis aku 😭",2
Tiktok,#lifegoeson,setiap lihat video ini suka nanggis terharu bgt😭 kalian hebat bangtan kalian keren army,2
Tiktok,#lifegoeson,kalo nangis gapapa kann?? kngn bngt era inii😕🥺,2
Tiktok,#lifegoeson,gw bakal jadi balik jadi kpopers lagi kalo bts comeback 🥰,1
Tiktok,#lifegoeson,"pasti kalian lagi kangen Bangtan kan my ,sama🥺🥺",2
Tiktok,#lifegoeson,lagu life goes on emang senenangin itu🥰🥰🥰,1
Tiktok,#lifegoeson,aku balik lagi jadi army karena inget lagu ini😢,2
Tiktok,#lifegoeson,mood lg ancur ancurnya muter life goes on auto smile,1
Tiktok,#lifegoeson,"wah keren, hampir semua lagu BTS mah punya makna yg dalam buat hidup kita sehari-hari",1
Tiktok,#lifegoeson,aku yg mood lagi hancur menjauh dari lagu ini. karna nangis dalam diam itu. 🙃,2
Tiktok,#lifegoeson,lagu nya motivasi tapi dikemas dengan musik yg beat dan bkin semngat 🥰,1
Tiktok,#lifegoeson,"refleks nangis, lagi di posisi ini banget soalnya🙂",2
Tiktok,#lifegoeson,"aku kalau lg g mood dengerin lagu yg 1 ini bener"" mood boster bgt 💜",1
Tiktok,#lifegoeson,"alasan kenapa suka BTS, semua lagunya punya makn tertentu kalau dipahami artinya dalam semua☺️",1
Tiktok,#lifegoeson,semua lagu Bangtan dan member Bangtan bikin mood yg down bisa happy lagi 🥰🥰,1
Tiktok,#lifegoeson,Kalo denger lagu ini jadi tambah nangiis🥺 tapi inget dipesennya life goes on,2
Tiktok,#lisamoney,GILAK KEREN BANGET,1
Tiktok,#lisamoney,woii lisaa kerenn bgt gilaaaa😭,1
Tiktok,#lisamoney,sumpah Lisa gue keren buanget,1
Tiktok,#lisamoney,"lisaaaaaa keren bgtt anjirrr,,💗💗😭😭",1
Tiktok,#lisamoney,"lisa klau udah di panggung, ga ada lawan",1
Tiktok,#lisamoney,merinding bgt kek emg ada org se se special edition gini? btw keknya gw sndiri dri tahun 2024,1
Tiktok,#lisamoney,lisa ga kalahh kecehh and kerenn🤣,1
Tiktok,#lisamoney,gila Lisa keren banget Cok😭😭,1
Tiktok,#lisamoney,ingat yah gak semua yang kamu mau harus sesuai ekspektasi kamu,5
Tiktok,#lisamoney,yang mana siiihh anjirr gua gak bisa tidur dah gara gara ini pliss serius nanya (gak terima joks),5
Tiktok,#lisamoney,"mereka gk tau apa ""everyone silent"" itu semuany diam??",5
Tiktok,#lisamoney,NGERTI EVERYONE SILENT GASI,5
Tiktok,#lisamoney,"seharusnya pas everyone silent ada yang bilang ""SEMUANYAA DIAMM""",5
Tiktok,#lisamoney,"astaga pas lisa bilang ""everyone silent"" enggak lama gara gara masi ada yang teriak",5
Tiktok,#lisamoney,pada ngerti everyone silent ga sii,5
Tiktok,#lisamoney,NNAGISSS MAU LIAATTT LISAA JUGAAAAAAAAA,2
Tiktok,#lisamoney,KEREN BGT ANJAYYY,1
Tiktok,#lisamoney,momen di megang kamera kerenn bgttt😭🔥,1
Tiktok,#dream,lagunya sukses bikin gua nangis,2
Tiktok,#dream,niat mau nyanyi bentar pakek lagu ini eh malah... nangis ga sanggup nyanyi 😔,2
Tiktok,#dream,"SUMPAH NI LAGU MASUK KE TOP 5,ENAK BGT",1
Tiktok,#dream,entah kenapa kalok denger lagu ini selalu nangis😞😞,2
Tiktok,#dream,latihan vocal pake lagu ini jadi pingin nangis😭😭,2
Tiktok,#biteme,"cocok bgt sama konsep enha yang horor"" gtu, ternyata tempatnya juga emng horor😭",3
Tiktok,#biteme,DEMI TUHAN GUA ABIS LIAT MV NYA NANGIS TERUS MIMISAN DAN SKRG GBERANI LIAT LAGI🥹🙏🏻🙏🏻,3
Tiktok,#biteme,GILAA merinding bgt ngeliat konsep mv enhypen kali ini,3
Tiktok,#sulli,intro sulli serem banget pliss apalagi sullikan udah ga ada,3
Tiktok,#sulli,pls sulli merinding banget,3
Tiktok,#sulli,Merinding yg sulli woi Mana orgnya udh tenang lagi,3
Tiktok,#sulli,Sulli Merinding gila klo inget Udh meningal penyanyinya,3
Tiktok,#sulli,Asli gue denger nya aja berasa di hantuin,3
Tiktok,#newjeans,Njz bener bener lu yeee,5
Tiktok,#newjeans,GUA GAAKAN LUPA SM KEJADIAN INI YAA PLS,5
Tiktok,#newjeans,kok gd rasa bersalah nye ye mksdnya minta maaf trs lanjut speech kn bise kacauu,5
Tiktok,#newjeans,ga kasian sihh tapi pasti bete banget kalo di gituin padahal yang harus bicara eunchae,5
Tiktok,#newjeans,"sekarang udah ketahuan bgt sikap member newjeans gak suka sama leserafim katanya le sserafim lebih di PRIORITAS kan, haha di kasih hati malah minta jantung, di tunggu klarifikasi nya",5
Tiktok,#newjeans,woyy pliss trending tagar SBS nya tentang Danielle supaya dapet keadilan woyy,5
Tiktok,#newjeans,"kalo ga siap jadi idol ya udah, ga usah nyusahin fans 😠",5
Tiktok,#newjeans,"anjjj, kenapaaaa siiiii jahat2 bgt",5
Tiktok,#newjeans,bunnies kan lu? ketauan banget dari tadi balesin komen org yg bela eunchae,5
Tiktok,#newjeans,eunchae udah kesel bgt itu jir,5
Tiktok,#newjeans,Mereka barengan itu tba2 hadehhhh udh ada yg jelasin itu,5
Tiktok,#MAMA,MERINDING KEREN BANGET OM-OM KEBANGGAAN GW😭,1
Tiktok,#MAMA,GIMANA GAK MENANG ORANG SEKEREN INI YA TUHAN PLISS AKU BANGGA BANGET BANGET BANGETTT URI SEBONGIE SARANGHAEEE 😭😭💗,1
Tiktok,#MAMA,mingyu pas noleh astaga cakep gila tolooongg g kuat😭😍😍,4
Tiktok,#MAMA,intro seventeen gaperlu diraguin lagii pasti kerenn😉,1
Tiktok,#MAMA,gila silau bgt dengan ketampanan😭😭,4
Tiktok,#MAMA,"GILAA, KALIAN KEREN BANGETT SUAMI SUAMI AKUU 🥰😳😳",1
Tiktok,#MAMA,NONTON NYA SAMBIL TAHAN NAPAS😭 KREN BGTTTT HEYYY,1
Tiktok,#MAMA,MENYALA PARA SAYANG KUU🔥🔥❤️❤️❤️🫵🫶🏻🫶🏻🫵🥰😍,4
Tiktok,#MAMA,"ANJERRR GUE MERINDING SEBADAN-BADAN, KEREN BANGAET GILAAA PECAHHH 😭🔥",1
Tiktok,#MAMA,baru opening aja udah keren banget omm ya ampunn😭😭😭,1
Tiktok,#MAMA,GILAKKK SUNGKEM BGT GUE SM STYLISH!!! 🙏🏼🙏🏼😫😭😭😭🛐🛐🛐🛐,1
Tiktok,#MAMA,seventeen gapernah gagal browww🤟,1
Tiktok,#MAMA,"SPEECHLESS BANGET WOYY LAHH KERENNNN, BANGET SEBONGGGGG🙆🫶🏼",1
Tiktok,#MAMA,"Keren banget woyy, mana beneran pakai robot lagi😭",1
Tiktok,#MAMA,ORGILLLL GANTENGGG BGTT WEHHH,1
Tiktok,#MAMA,"KEREN BANGETTT, SELALU KERENNN😭😭😭",1
Tiktok,#MAMA,MAMA VERSI 2024 KEREN BANGET WOI 😻🤙,1
Tiktok,#Silent Night,Serem tapi kok nagih ya 😭,3
Tiktok,#Good Boy Gone Bad,Gila suasananya kayak film horror 😱,3
Tiktok,#Why Not?,Gak tau kenapa feel-nya tuh creepy parah 😰,3
Tiktok,#Voodoo Doll,Lagunya enak tapi auranya gelap bgt 😰,3
Tiktok,#Noir,Sumpah bagian ending bikin aku diem 😭,3
Tiktok,#LUNA,Kok bisa MV-nya segelap ini sih 😨,3
Tiktok,#Red,Aku nonton sambil tutup selimut 🥶,3
Tiktok,#Blood Sweat & Tears,Kaget banget pas adegan itu muncul 😭,3
Tiktok,#Pink Venom,Suaranya bagus tapi visualnya ngeri 😰,3
Tiktok,#Cry For Me,Beneran gak berani nonton ulang sendirian 😭,3
Tiktok,#Cheshire,Btw ini MV vibes-nya serem tapi elegan 👀,3
Tiktok,#Drunk-Dazed,"Suaranya haunting bgt, asli takut 😱",3
Tiktok,#Lucifer,Kenapa efeknya harus seserem itu 😭,3
Tiktok,#Oh My God,"Aku kira MV lucu, eh serem banget 😨",3
Tiktok,#Boca,Seremnya halus tapi nyesek di hati 😰,3
Tiktok,#God's Menu,Latar tempatnya kayak rumah hantu woy 😭,3
Tiktok,#Voodoo Doll,Ihhhh MVnya bikin merinding bener dah nyantai aja napa,3
Tiktok,#Voodoo Doll,Konsepp MVnya keren sih tapi rada seremmm yee,3
Tiktok,#PrettyPlease,"GEMESHH, LUCUU CANTIKK BGGTT MENNN😭😭😭💗💗💗",4
Tiktok,#PrettyPlease,"GILAAA sih, beneran jatuh cinta sama konsep MV ini 😍",4
Tiktok,#PrettyPlease,"lama² enak bgt ini lagi pretty please, makinn cintaa dehhh",4
Tiktok,#PrettyPlease,stylishnya demen banget bikin dia keliatan kaya maknae 😭😭,4
Tiktok,#PrettyPlease,fresh banget konsep mereka nieee 💗,4
Tiktok,#PrettyPlease,"tiap tampil dibikin penasaran sama outfit2 carmen dan pas ini langsung 😳,, ga bisa ngomong apa apa saking gemes sama lutchunyaaaaa😍",4
Tiktok,#PrettyPlease,gemes bgt maknae kadaluarsa🥰,4
Tiktok,#PrettyPlease,candu bgt sama anggukan kepalanya 😭😭,4
Tiktok,#PrettyPlease,outfitnya kenapa siii estetik muluu bayi2 inii 🥰,4
Tiktok,#PrettyPlease,LUCU BNGT LAGU NYA.. btw salfok baju ian mirip kayak baju moka pas lucky girl syndrome yaa😭🤍,4
Tiktok,#PrettyPlease,"awal denger masih bingung... tp lama2 jd candu sama lagunya, cocok buat drakor keknya 😍",4
Tiktok,#PrettyPlease,dari kemarin masih terpana bgt sama bagiannya juun&a-na 🥰,4
Youtube,#PrettyPlease,Lagu pretty please gua ulang tiap hari saking enaknya 😂😂❤❤,4
Youtube,#PrettyPlease,"Asli lagunya nagih banget, lagi bengong tbtb nowa hamkke, lagi mandi tbtb uri story intinya setiap bergerak pretty please",4
Youtube,#PrettyPlease,"Dari Yuha ke yeon trus ke Carmen, beuuhh bro adem bener di telinga 🥰🥰",4
Youtube,#PrettyPlease,Bagus Lagunya sangat tenang dan damai era 2000 🎉🎉,4
Youtube,#PrettyPlease,Melody nya nyatu bngt jadi terbawa suasana KPop girly jaman dlu😭😭,4
Youtube,#PrettyPlease,"Vibes yg bikin kangen, dengerin lagu kpop yg indah 🥰",4
Youtube,#PrettyPlease,"Melody simpel musik"" simpel , bener"" mengenang KPop dulu, luar biasa ❤",4
Youtube,#PrettyPlease,Langsung ingatin kita snds sama s.e.s apalagi bagian ngerap nya itu khas zaman zaman snds bgt ❤😂,4
Youtube,#PrettyPlease,Lagu ini obat kangen vibes kpop gen 1 dan 2 😍🙆‍♀️,4
Youtube,#PrettyPlease,"Dimulai dengan suara Yuha, benar benar merdu seperti era generasi 2",4
Tiktok,#Easy,benci lesserafim😡👎👎👎,5
Tiktok,#Easy,udh gk kaget orng agensi nya juga kyk gitu,5
Tiktok,#Easy,mana kalo di coachella suaranya berantakan lagi,5
Tiktok,#Easy,BARU KLI INI ADA GIRLGORUP YG NAJIS SE NAJIS KOTORAN ANJ🤣,5
Tiktok,#Easy,"penyanyi yg tidak bisa menyanyi bukan penyanyi syg, kalau cuma mau menari jadi dancer aja",5
Tiktok,#Easy,yg awalnya gw dah ikhlas gfriend diganti mereka malah pengganti cewe² berbakat gue modelan tai anjing begini,5
Tiktok,#Easy,"udah ni grup suara nya jelek, tuh si anggota nya yang bengek ada aja ulah nya hadehh disbanned aja ni gg",5
Tiktok,#Easy,beneran ga ada alasan yg baik buat membela mereka sih,5
Tiktok,#Easy,"SNSD cape cape patahin stigma negatif ke Girl Group, malah dikatain sama fans GG ini, tai wkkwkw.",5
Tiktok,#Easy,Semakin memperjelas penistaan agamanya. Sejak kapan malaikat Serafim jadi fallen angel?,5
Tiktok,#Easy,"iyanih, udah gak punya etika, gak bisa nyanyi, sok banget lagi 🤭. masa researchernya gak tau apa itu mahkota duri + ornamen suci yang mereka pake? grup gajelas 😂😂",5
Tiktok,#Easy,harusnya yg di salahin agency nya g sih ?,5
Tiktok,#Easy,"GPP KBS LARANG AJA BIAR HYBE SADAR",5
Tiktok,#Easy,hei itu gereja???? ga ada tempat lain utk shooting kah? selain digereja?,5
Tiktok,#Easy,kok ga di take down ya padahal jelas bgt penistaan agama,5
Tiktok,#Easy,Saya sebagai orang katolik sangat tidak menyukai MV itu,5
Tiktok,#Easy,vocal sampah fans buta attitude sampah,5
Tiktok,#Easy,"Kenapa sih harus sensual banget, padahal lagu dan vokalnya udah bagus tanpa begini 😠.",5
Tiktok,#Easy,"Visual oke tapi konsepnya NO banget, malah bikin gak nyaman nontonnya 😠.",5
Tiktok,#Easy,"Gak ngerti lagi sama agensinya, makin lama malah ngejual hal kayak gini 😡.",5
Tiktok,#Easy,"Sumpah kaget banget pas liat MV ini, berasa bukan LE SSERAFIM 😩 kecewa parah.",5
Tiktok,#Easy,Siapa yang ngide konsep beginian? tolong next comeback jangan gini lagi 😡.,5
YouTube,#PIRI,"Astaga openingnya bikin merinding, sumpah kaget banget 😭",3
TikTok,#PIRI,"Baru liat MV-nya malem-malem, langsung ga bisa tidur 😭😭",3
YouTube,#PIRI,"Serem tapi nagih, ini konsepnya dark banget sih 😨",3
TikTok,#PIRI,Kayak ada yang ngikutin pas bagian lagunya mulai 😭,3
YouTube,#PIRI,Setiap kali denger intro-nya langsung jantung berdebar 😨,3
YouTube,#VoodooDoll,"Waduh ini MV ngeri bener, kenapa harus ada adegan jarum segala 😭",3
TikTok,#VoodooDoll,"Gila MV-nya berasa nonton film horor, takut tapi keren 😱",3
YouTube,#VoodooDoll,"Merinding sumpah, efeknya real banget 😭😭",3
TikTok,#VoodooDoll,"Setiap kali nonton ulang, tetep aja deg-degan 🫣",3
YouTube,#VoodooDoll,"Kok bisa yaaa serem tapi estetik banget ya, takut tapi ga bisa stop ",3
YouTube,#PeekABoo,"Kok aku malah takut pas mereka senyum, serasa creepy banget 😭",3
TikTok,#PeekABoo,"Vibenya manis tapi serem, aku bingung takut apa kagum 😭",3
YouTube,#PeekABoo,Lagu enak tapi MV-nya kaya ada jumpscare halus 😨,3
TikTok,#PeekABoo,Siapa yang nonton malem-malem sendirian? Ga berani lagi aku 😭,3
TikTok,#PeekABoo,"Baru nyadar konsepnya serem banget pas rewatch, help 😭",3
YouTube,#Monster,"Auranya gelap banget, kayak ditatap langsung sama monster-nya 😱",3
TikTok,#Monster,"Visualnya keren tapi creepy parah, ngeri ngeliat ekspresinya 😭",3
YouTube,#Monster,"Dari awal udah berasa tegang, kayak ada vibe possessed gitu 🫣",3
TikTok,#Monster,"Suara beatnya bikin jantung deg-degan, berasa di horror movie 😭",3
YouTube,#VENOM,"Efek cerminnya serem banget, berasa ada yang ngawasin 😨",3
TikTok,#VENOM,"Ngeri banget pas bagian spider efeknya, aku langsung pause 😭",3
YouTube,#VENOM,"Keren sih, tapi auranya DARKK banget sampe merinding beuutt",3
TikTok,#VENOM,"GILAAA serasa ketarik ke dunia gelapnya mereka, takut tapi keren 😭",3
TikTok,#kpop,Lagu ini bikin aku senyum dari awal sampai akhir 😭💛,1
TikTok,#kpop,"Gila sih vibes-nya, langsung bikin mood naik!",1
TikTok,#kpop,Dengerin ini pagi-pagi = hari jadi lebih ringan.,1
TikTok,#kpop,Reff-nya bikin joget sendiri wkwk.,1
TikTok,#kpop,Ini tipe lagu yang bikin hidup terasa oke lagi.,1
TikTok,#kpop,Baru 5 detik udah happy banget rasanya.,1
TikTok,#kpop,"Nggak tau kenapa, lagu ini tuh cerah banget.",1
TikTok,#kpop,Kok bisa ya lagu sesimple ini bikin bahagia?,1
TikTok,#kpop,"Yang denger ini sambil senyum-senyum sendiri, sini tos!",1
TikTok,#kpop,Rasanya kayak dapet kabar baik tiba-tiba.,1
TikTok,#kpop,Beat-nya bikin aku lupa masalah sebentar.,1
TikTok,#kpop,Lagu yang langsung bikin good day.,1
TikTok,#kpop,Ini sih definisi “healing lewat telinga”.,1
TikTok,#kpop,Baru bangun tidur langsung puter ini biar mood oke.,1
TikTok,#kpop,Nonton MV-nya bikin tambah bahagia.,1
TikTok,#kpop,Seneng banget ketemu lagu kayak gini di FYP.,1
TikTok,#kpop,Langsung masuk playlist “mood booster”.,1
TikTok,#kpop,"Lagunya cerah, kayak hari libur dadakan.",1
TikTok,#kpop,"Nggak bisa berhenti replay, bahagia banget.",1
TikTok,#kpop,Yang bikin lagu ini pasti lagi jatuh cinta wkwk.,1
TikTok,#kpop,Bikin pengen nari di dapur.,1
TikTok,#kpop,Ini lagu tuh good vibes banget sumpah.,1
TikTok,#kpop,Vocals-nya lembut tapi bikin senang.,1
TikTok,#kpop,"Saat hidup chaos, lagu kayak gini nyelametin.",1
TikTok,#kpop,Bisa-bisanya lagu bikin aku senyum kayak orang bego.,1
TikTok,#kpop,Berasa lagi naik motor sore kena angin.,1
TikTok,#kpop,Lagu santai tapi nge-boost mood parah.,1
TikTok,#kpop,Bahagia sederhana ya kayak gini.,1
TikTok,#kpop,Bikin otak langsung cerah.,1
TikTok,#kpop,Baru pertama dengar udah ketagihan.,1
TikTok,#kpop,Ini lagu cocok buat roadtrip.,1
TikTok,#kpop,Pengen nari bareng temen kalau denger ini.,1
TikTok,#kpop,Bikin hidup kayak lebih ringan aja gitu.,1
TikTok,#kpop,Suasana langsung ceria pas intro masuk.,1
TikTok,#kpop,Kayak lagi jatuh cinta padahal enggak wkwk.,1
TikTok,#kpop,Ini lagu bikin pengen peluk semua orang.,1
TikTok,#kpop,"Keren banget, bikin mood auto naik.",1
TikTok,#kpop,Fun banget lagunya!,1
TikTok,#kpop,Dengerin ini sambil kerja jadi semangat.,1
YouTube,#kpop,Lagu bahagia tanpa sebab namanya ini.,1
TikTok,#kpop,Kok bisa ya sesimpel ini tapi ngefek?,1
TikTok,#kpop,Lagunya bikin hari jadi manis.,1
TikTok,#kpop,Berasa kayak sunrise vibes.,1
TikTok,#kpop,Inilah alasan kenapa musik harus ada.,1
TikTok,#kpop,Energi positif banget.,1
TikTok,#kpop,"Nggak ngerti lagi, ini beneran bikin happy.",1
TikTok,#kpop,Bikin senyum reflex.,1
TikTok,#kpop,Dengerin ini bikin pengen hidup lebih lama.,1
TikTok,#kpop,Bikin pengen nyanyi keras-keras.,1
TikTok,#kpop,Semoga yang bikin lagu ini bahagia terus.,1
TikTok,#kpop,Bikin kaki goyang sendiri.,1
TikTok,#kpop,Musiknya ceria tapi adem.,1
TikTok,#kpop,"Bahagianya sederhana, cuma butuh lagu ini.",1
TikTok,#kpop,Beat drop-nya nagih.,1
TikTok,#kpop,Beneran kayak sunshine in a song.,1
TikTok,#kpop,Mood langsung 100/100 mantap cuyyyy,1
TikTok,#kpop,Pas masuk reff langsung senyum.,1
TikTok,#kpop,Cocok buat playlist pagi.,1
TikTok,#kpop,Ini vibes-nya kayak dapet gaji wkwk.,1
TikTok,#kpop,Lagu termanis minggu ini.,1
TikTok,#kpop,Enak banget sampai nggak bisa marah.,1
TikTok,#kpop,Dengerin ini bikin hati adem.,1
TikTok,#kpop,Tolong ini happy banget 😭,1
TikTok,#kpop,Nggak bisa benci lagu kayak gini.,1
TikTok,#kpop,Bawaannya pengen dancing.,1
TikTok,#kpop,Lagu bahagia paling effortless.,1
TikTok,#kpop,"Setiap dengar, mood balik lagi.",1
TikTok,#kpop,Ini definisi bright vibe.,1
TikTok,#kpop,Funny dan cute banget lagunya.,1
